time,IMP,target,VNINDEX_lag2,PHARMA_lag1
2021-07-19,30.28,0,1293.92,24.264
2021-07-20,30.04,0,1299.31,24.756727272727275
2021-07-21,30.04,0,1243.51,24.96381818181818
2021-07-22,29.5,0,1273.29,24.887454545454545
2021-07-23,29.3,1,1270.79,24.63436363636364
2021-07-26,29.83,0,1293.67,24.18472727272728
2021-07-27,29.67,0,1268.83,24.45
2021-07-28,29.67,0,1272.71,24.53218181818182
2021-07-29,29.67,1,1276.93,24.57690909090909
2021-07-30,29.87,0,1277.07,24.58927272727273
2021-08-02,29.25,1,1293.6,24.635818181818184
2021-08-03,29.3,1,1310.05,24.79381818181818
2021-08-04,29.54,0,1314.22,24.96218181818182
2021-08-05,29.3,0,1332.44,25.147090909090902
2021-08-06,29.21,1,1334.74,24.99636363636364
2021-08-09,29.42,0,1345.55,25.035818181818183
2021-08-10,29.05,0,1341.45,25.19890909090909
2021-08-11,29.05,0,1359.86,25.21490909090909
2021-08-12,28.72,0,1362.43,25.261090909090907
2021-08-13,28.31,1,1357.79,25.31072727272728
2021-08-16,28.51,1,1353.05,25.123272727272727
2021-08-17,28.64,1,1357.05,25.50618181818181
2021-08-18,29.09,0,1370.96,25.73854545454545
2021-08-19,29.09,0,1363.09,25.93781818181818
2021-08-20,28.47,0,1360.94,26.25272727272728
2021-08-23,28.47,0,1374.85,26.11090909090909
2021-08-24,28.06,1,1329.43,26.346545454545453
2021-08-25,28.1,1,1298.86,26.090545454545456
2021-08-26,28.27,1,1298.74,26.10236363636364
2021-08-27,30.2,1,1309.55,26.39436363636364
2021-08-30,31.73,0,1301.12,27.556
2021-08-31,30.53,0,1313.2,29.17709090909091
2021-09-01,29.91,0,1328.14,29.915818181818185
2021-09-06,28.92,1,1331.47,29.75581818181818
2021-09-07,29.17,0,1334.65,28.89090909090909
2021-09-08,29.09,1,1346.39,28.37036363636364
2021-09-09,29.46,0,1341.9,28.23254545454545
2021-09-10,29.13,0,1333.61,27.718545454545453
2021-09-13,29.05,0,1343.98,27.561272727272726
2021-09-14,28.92,1,1345.31,27.56054545454545
2021-09-15,29.17,1,1341.43,27.511454545454548
2021-09-16,29.5,1,1339.7,28.014
2021-09-17,29.75,0,1345.83,27.70909090909091
2021-09-20,29.67,1,1345.87,27.516
2021-09-21,29.71,1,1352.64,27.36927272727273
2021-09-22,29.79,0,1350.48,27.305454545454545
2021-09-23,29.79,1,1339.84,27.555454545454545
2021-09-24,29.83,1,1350.68,27.825636363636367
2021-09-27,30.08,0,1352.76,27.58727272727273
2021-09-28,30.08,0,1351.17,27.58909090909091
2021-09-29,30.04,1,1324.99,27.453454545454548
2021-09-30,30.08,0,1339.31,27.41836363636364
2021-10-01,30.08,0,1339.21,27.62
2021-10-04,30.08,0,1342.06,27.23018181818182
2021-10-05,29.91,1,1334.89,27.087818181818182
2021-10-06,30.28,0,1339.54,27.13036363636364
2021-10-07,30.28,1,1354.63,27.305636363636363
2021-10-08,30.49,0,1362.82,27.207818181818183
2021-10-11,30.49,0,1365.99,27.30709090909091
2021-10-12,30.49,0,1372.73,27.23381818181818
2021-10-13,30.49,0,1394.09,27.231272727272728
2021-10-14,29.91,1,1394.8,27.12781818181818
2021-10-15,30.16,1,1391.91,27.14309090909091
2021-10-18,30.86,1,1391.85,27.24509090909091
2021-10-19,30.9,0,1392.7,27.165272727272725
2021-10-20,30.74,0,1395.53,27.05836363636364
2021-10-21,30.74,0,1395.33,27.157636363636364
2021-10-22,30.45,0,1393.8,27.242363636363635
2021-10-25,30.2,0,1384.77,27.56309090909091
2021-10-26,30.2,1,1389.24,27.509818181818183
2021-10-27,30.28,0,1385.4,27.594
2021-10-28,30.16,1,1391.63,27.834545454545456
2021-10-29,30.41,1,1423.02,27.67509090909091
2021-11-01,30.49,1,1438.01,27.60090909090909
2021-11-02,31.27,0,1444.27,27.635272727272728
2021-11-03,30.9,0,1438.97,27.803818181818183
2021-11-04,30.9,1,1452.46,27.75181818181818
2021-11-05,31.07,0,1444.3,27.75418181818182
2021-11-08,31.03,0,1448.34,28.05490909090909
2021-11-09,31.03,0,1456.51,28.26309090909091
2021-11-10,31.03,0,1467.57,28.535454545454545
2021-11-11,31.03,0,1461.5,28.71090909090909
2021-11-12,30.49,0,1465.02,28.233090909090908
2021-11-15,30.41,1,1462.35,28.45618181818182
2021-11-16,30.9,0,1473.37,28.56090909090909
2021-11-17,30.9,0,1476.57,28.43509090909091
2021-11-18,30.86,0,1466.45,28.361454545454546
2021-11-19,30.86,0,1475.85,28.53236363636364
2021-11-22,30.49,0,1469.83,28.26490909090909
2021-11-23,29.91,1,1452.35,27.569454545454544
2021-11-24,30.49,1,1447.25,28.021272727272727
2021-11-25,30.57,0,1463.63,27.846
2021-11-26,29.87,1,1488.87,27.809454545454543
2021-11-29,30.08,1,1500.81,27.981272727272728
2021-11-30,30.12,0,1493.03,28.573090909090908
2021-12-01,29.91,1,1484.84,29.001272727272728
2021-12-02,30.53,1,1478.44,29.03709090909091
2021-12-03,30.94,1,1485.19,29.03
2021-12-06,31.36,1,1482.05,28.73181818181818
2021-12-07,31.73,0,1443.32,28.433636363636364
2021-12-08,31.73,0,1413.58,28.61
2021-12-09,31.4,1,1446.77,28.47
2021-12-10,31.52,1,1452.87,28.76672727272728
2021-12-13,31.93,0,1467.98,28.746
2021-12-14,31.93,1,1463.54,28.82872727272727
2021-12-15,31.97,0,1476.21,29.250545454545453
2021-12-16,31.97,1,1476.02,29.365272727272725
2021-12-17,32.01,0,1475.5,29.15672727272727
2021-12-20,30.98,1,1476.61,29.28181818181818
2021-12-21,31.19,1,1479.79,28.96090909090909
2021-12-22,31.73,1,1477.33,28.804181818181817
2021-12-23,31.93,0,1478.74,28.851964285714285
2021-12-24,31.36,1,1477.67,28.74642857142857
2021-12-27,31.4,0,1456.96,28.504464285714285
2021-12-28,31.31,1,1477.03,28.59232142857143
2021-12-29,31.36,1,1488.88,28.40339285714285
2021-12-30,31.73,1,1494.39,28.61785714285714
2021-12-31,32.06,0,1485.82,28.76017857142857
2022-01-04,31.36,1,1485.97,29.08339285714285
2022-01-05,31.44,0,1498.28,29.45678571428571
2022-01-06,31.44,0,1525.58,29.52392857142857
2022-01-07,31.36,1,1522.5,29.877142857142854
2022-01-10,31.4,1,1528.57,29.636071428571427
2022-01-11,31.69,0,1528.48,29.010714285714283
2022-01-12,31.31,1,1503.71,28.49607142857143
2022-01-13,31.44,1,1492.31,28.43232142857143
2022-01-14,31.56,0,1510.51,27.99482142857143
2022-01-17,31.44,1,1496.05,27.856607142857143
2022-01-18,31.73,0,1496.02,27.31714285714286
2022-01-19,31.56,0,1452.84,27.040357142857143
2022-01-20,31.56,1,1438.94,27.045
2022-01-21,31.73,0,1442.79,26.99017857142857
2022-01-24,31.52,1,1465.3,27.13642857142857
2022-01-25,31.73,0,1472.89,26.75321428571429
2022-01-26,31.6,1,1439.71,26.682142857142857
2022-01-27,31.89,0,1479.58,26.518571428571427
2022-01-28,31.73,1,1481.58,26.511071428571427
2022-02-07,32.88,0,1470.76,26.673214285714288
2022-02-08,32.39,1,1478.96,26.78982142857143
2022-02-09,33.75,1,1497.66,26.71357142857143
2022-02-10,35.6,0,1500.99,26.860000000000003
2022-02-11,33.13,0,1505.38,27.169821428571428
2022-02-14,32.59,1,1506.79,27.14642857142857
2022-02-15,34.57,0,1501.71,26.72357142857143
2022-02-16,33.79,0,1471.96,26.893392857142857
2022-02-17,33.13,1,1492.75,26.82017857142857
2022-02-18,33.79,0,1492.1,26.87964285714286
2022-02-21,32.72,1,1507.99,27.22571428571429
2022-02-22,32.76,1,1504.84,28.295535714285712
2022-02-23,32.92,0,1510.84,28.669464285714287
2022-02-24,32.76,1,1503.47,29.03125
2022-02-25,32.88,0,1512.3,28.41107142857143
2022-02-28,32.34,1,1494.85,29.0275
2022-03-01,33.58,0,1498.89,28.724464285714284
2022-03-02,32.47,0,1490.13,28.521964285714287
2022-03-03,32.47,0,1498.78,28.50857142857143
2022-03-04,32.34,0,1485.52,28.474464285714284
2022-03-07,32.26,0,1505.0,28.28982142857143
2022-03-08,32.26,0,1505.33,28.286964285714284
2022-03-09,31.85,1,1499.05,28.261071428571427
2022-03-10,31.93,0,1473.71,28.096607142857145
2022-03-11,31.31,0,1473.74,28.458214285714288
2022-03-14,30.9,0,1479.08,28.408214285714283
2022-03-15,30.9,0,1466.54,27.799642857142857
2022-03-16,30.9,0,1446.25,27.98767857142857
2022-03-17,30.86,0,1452.74,27.88232142857143
2022-03-18,30.86,1,1459.33,27.830892857142857
2022-03-21,30.9,0,1461.34,27.870535714285715
2022-03-22,30.86,0,1469.1,28.05964285714285
2022-03-23,30.61,1,1494.95,28.11303571428571
2022-03-24,30.86,0,1503.78,28.24946428571429
2022-03-25,30.74,0,1502.34,28.456071428571427
2022-03-28,30.74,1,1498.26,28.616964285714285
2022-03-29,30.86,1,1498.5,28.46535714285714
2022-03-30,30.9,0,1483.18,28.75321428571429
2022-03-31,30.9,1,1497.76,28.607857142857146
2022-04-01,30.94,1,1490.51,28.668035714285715
2022-04-04,31.19,0,1492.15,29.03446428571429
2022-04-05,31.11,1,1516.44,29.332321428571426
2022-04-06,31.56,0,1524.7,29.69089285714286
2022-04-07,30.9,0,1520.03,29.405892857142856
2022-04-08,30.82,0,1522.9,29.31017857142857
2022-04-12,30.49,1,1502.35,29.3375
2022-04-13,30.7,0,1482.0,29.03964285714286
2022-04-14,30.66,0,1455.25,29.225357142857145
2022-04-15,30.61,0,1477.2,29.178214285714287
2022-04-18,30.49,0,1472.12,29.22571428571428
2022-04-19,30.28,0,1458.56,28.62263157894737
2022-04-20,30.28,0,1432.6,28.275438596491227
2022-04-21,30.16,1,1406.45,27.909473684210525
2022-04-22,30.86,0,1384.72,27.732280701754387
2022-04-25,30.82,0,1370.21,27.22
2022-04-26,30.74,0,1379.23,26.722280701754386
2022-04-27,30.7,0,1310.92,26.9619298245614
2022-04-28,30.49,0,1341.34,27.143508771929827
2022-04-29,30.45,0,1353.77,27.10052631578948
2022-05-04,29.67,0,1350.99,27.486666666666668
2022-05-05,29.05,1,1366.8,27.049473684210525
2022-05-06,29.5,0,1348.68,27.224736842105266
2022-05-09,28.27,0,1360.68,27.15578947368421
2022-05-10,27.61,0,1329.26,26.72421052631579
2022-05-11,27.61,0,1269.62,26.76245614035088
2022-05-12,27.44,0,1293.56,26.94070175438597
2022-05-13,25.67,0,1301.53,26.35122807017544
2022-05-16,25.67,1,1238.84,25.87333333333333
2022-05-17,27.19,0,1182.77,25.73403508771929
2022-05-18,26.99,1,1171.95,26.10140350877193
2022-05-19,27.36,0,1228.37,25.85894736842105
2022-05-20,27.36,0,1240.76,25.79877192982456
2022-05-23,27.24,1,1241.64,26.00368421052632
2022-05-24,27.69,1,1240.71,25.79877192982456
2022-05-25,28.24,0,1218.81,25.551929824561405
2022-05-26,28.24,1,1233.38,25.755438596491228
2022-05-27,29.37,0,1268.43,25.633859649122808
2022-05-31,28.62,0,1268.57,26.05649122807017
2022-06-01,27.9,0,1285.45,25.777894736842104
2022-06-02,27.9,0,1292.68,25.700877192982457
2022-06-03,27.81,0,1299.52,25.732982456140352
2022-06-06,27.39,0,1288.62,25.7380701754386
2022-06-07,27.39,1,1287.98,25.59982456140351
2022-06-08,28.45,0,1290.01,25.515438596491222
2022-06-09,27.69,0,1291.35,25.507192982456143
2022-06-10,26.85,0,1307.91,25.60842105263158
2022-06-13,25.88,1,1307.8,25.623859649122807
2022-06-14,27.65,1,1284.08,25.12368421052632
2022-06-15,28.24,0,1227.04,25.063859649122808
2022-06-16,27.77,0,1230.31,25.05
2022-06-17,26.09,1,1213.93,24.8540350877193
2022-06-20,26.93,0,1236.63,24.58298245614035
2022-06-21,25.96,1,1217.3,24.47421052631579
2022-06-22,26.13,0,1180.4,24.022105263157894
2022-06-23,25.5,0,1172.47,24.229122807017543
2022-06-24,24.86,0,1169.27,24.18421052631579
2022-06-27,24.78,1,1188.88,24.35982456140351
2022-06-28,25.24,0,1185.48,24.320526315789472
2022-06-29,25.24,0,1202.82,24.46368421052632
2022-06-30,25.08,0,1218.1,24.406491228070177
2022-07-01,25.03,0,1218.09,24.674385964912283
2022-07-04,24.86,0,1197.6,24.47421052631579
2022-07-05,24.86,1,1198.9,24.48701754385965
2022-07-06,24.91,0,1195.53,24.361052631578943
2022-07-07,24.86,1,1181.29,24.363508771929823
2022-07-08,24.91,1,1149.61,24.64842105263158
2022-07-11,25.08,1,1166.48,25.09894736842105
2022-07-12,25.29,1,1171.31,25.019473684210524
2022-07-13,25.5,1,1155.29,24.91964912280702
2022-07-14,26.13,1,1174.82,24.8561403508772
2022-07-15,27.31,1,1173.92,24.96157894736842
2022-07-18,27.81,0,1182.17,24.907719298245613
2022-07-19,27.81,0,1179.25,24.776140350877192
2022-07-20,26.3,1,1176.49,24.682413793103446
2022-07-21,26.55,1,1178.33,24.969310344827587
2022-07-22,27.77,0,1194.14,24.924482758620687
2022-07-25,26.76,1,1198.47,24.69741379310345
2022-07-26,28.62,0,1194.76,24.264482758620687
2022-07-27,26.76,1,1188.5,24.49775862068966
2022-07-28,28.03,0,1185.07,24.54310344827586
2022-07-29,28.03,0,1191.04,24.368448275862068
2022-08-01,28.03,0,1208.12,24.29051724137931
2022-08-02,26.97,1,1206.33,24.4296551724138
2022-08-03,27.31,0,1231.35,24.31551724137931
2022-08-04,26.97,0,1241.62,24.289310344827587
2022-08-05,26.97,0,1249.76,24.316206896551723
2022-08-08,25.75,1,1254.15,24.295172413793104
2022-08-09,25.92,1,1252.74,24.681724137931035
2022-08-10,26.13,1,1256.75,24.266896551724138
2022-08-11,26.17,0,1258.85,24.43551724137931
2022-08-12,26.17,0,1256.5,24.63137931034483
2022-08-15,26.17,0,1252.07,24.858275862068965
2022-08-16,26.17,1,1262.33,24.36051724137932
2022-08-17,26.72,0,1274.2,24.28672413793103
2022-08-18,26.47,0,1274.69,24.190172413793103
2022-08-19,26.47,1,1275.28,24.069137931034483
2022-08-22,27.35,0,1273.66,24.31241379310345
2022-08-23,27.1,0,1269.18,24.09051724137931
2022-08-24,26.97,0,1260.43,24.075
2022-08-25,26.34,1,1270.81,24.08431034482759
2022-08-26,26.93,0,1277.16,24.10137931034483
2022-08-29,26.3,0,1288.88,24.0496551724138
2022-08-30,26.3,1,1282.57,23.901379310344826
2022-08-31,26.51,0,1270.8,23.77758620689655
2022-09-05,25.75,1,1279.39,23.83672413793104
2022-09-06,25.92,0,1280.51,23.977068965517244
2022-09-07,25.92,1,1277.35,23.83155172413793
2022-09-08,26.04,1,1277.4,23.655862068965515
2022-09-09,26.09,1,1243.17,23.727758620689656
2022-09-12,26.51,1,1234.6,23.82689655172414
2022-09-13,26.76,0,1248.78,23.72068965517241
2022-09-14,26.55,0,1249.62,23.80275862068965
2022-09-15,26.34,1,1248.4,23.66379310344828
2022-09-16,26.76,0,1240.77,23.66379310344828
2022-09-19,25.71,1,1245.66,23.54827586206897
2022-09-20,26.55,0,1234.03,23.6896551724138
2022-09-21,26.34,0,1205.43,23.57844827586207
2022-09-22,26.13,0,1218.93,23.44258620689656
2022-09-23,26.09,0,1210.55,23.53862068965517
2022-09-26,25.92,0,1214.7,23.58672413793104
2022-09-27,25.92,1,1203.28,23.446551724137933
2022-09-28,26.85,0,1174.35,23.547241379310343
2022-09-29,26.13,0,1166.54,23.31379310344828
2022-09-30,26.13,0,1143.62,23.7351724137931
2022-10-03,26.13,0,1126.07,23.582758620689653
2022-10-04,26.13,0,1132.11,23.455
2022-10-05,26.13,0,1086.44,23.45706896551724
2022-10-06,25.71,0,1078.14,23.40396551724138
2022-10-07,25.71,0,1104.26,23.37448275862069
2022-10-10,25.5,0,1074.52,23.06758620689656
2022-10-11,25.45,0,1035.91,22.89034482758621
2022-10-12,25.29,0,1042.48,22.69913793103448
2022-10-13,24.65,0,1006.2,22.969310344827587
2022-10-14,24.23,0,1034.81,23.002068965517243
2022-10-17,24.06,1,1050.99,23.11810344827586
2022-10-18,24.11,1,1061.85,22.95551724137931
2022-10-19,24.23,0,1051.58,22.923965517241378
2022-10-20,24.23,0,1063.66,22.922758620689656
2022-10-21,24.23,0,1060.07,23.035
2022-10-24,24.02,0,1058.45,23.12879310344828
2022-10-25,23.6,0,1019.82,23.17551724137931
2022-10-26,23.6,0,986.15,23.279827586206896
2022-10-27,23.35,0,997.7,23.13189655172414
2022-10-28,23.35,0,993.36,22.86379310344828
2022-10-31,22.42,0,1028.01,22.93275862068965
2022-11-01,22.34,1,1027.36,22.83775862068965
2022-11-02,22.8,0,1027.94,23.22396551724138
2022-11-03,22.76,0,1033.75,22.82913793103448
2022-11-04,21.7,0,1023.19,22.910172413793106
2022-11-07,21.49,0,1019.81,22.903275862068963
2022-11-08,20.65,0,997.15,22.58206896551724
2022-11-09,20.65,0,975.19,22.404310344827586
2022-11-10,19.6,1,981.65,22.525
2022-11-11,19.81,0,985.59,22.42137931034483
2022-11-14,19.47,1,947.24,22.231929824561405
2022-11-15,19.6,1,954.53,21.86586206896552
2022-11-16,20.44,1,941.04,21.67293103448276
2022-11-17,21.83,1,911.9,21.86568965517241
2022-11-18,22.34,0,942.9,21.886206896551723
2022-11-21,22.17,0,969.26,22.037586206896552
2022-11-22,21.28,1,969.33,22.1946551724138
2022-11-23,22.34,1,960.65,22.07637931034483
2022-11-24,22.63,0,952.12,22.21206896551724
2022-11-25,22.34,1,946.0,22.29758620689655
2022-11-28,23.39,1,947.71,22.24578947368421
2022-11-29,24.02,1,971.46,22.264137931034483
2022-11-30,25.08,1,1005.69,22.39051724137931
2022-12-01,25.29,1,1032.16,22.650517241379312
2022-12-02,26.34,1,1048.42,22.326206896551724
2022-12-05,27.18,1,1036.28,22.81051724137931
2022-12-06,27.22,0,1080.01,23.00586206896552
2022-12-07,27.14,0,1093.67,22.81793103448276
2022-12-08,27.14,0,1048.69,22.78210526315789
2022-12-09,26.76,0,1041.02,22.98263157894737
2022-12-12,26.34,1,1050.53,22.50175438596491
2022-12-13,26.47,0,1051.81,22.50122807017544
2022-12-14,26.34,1,1032.07,22.37736842105263
2022-12-15,26.38,0,1047.45,22.359649122807017
2022-12-16,26.3,0,1050.43,22.68896551724137
2022-12-19,26.0,1,1055.32,22.614736842105263
2022-12-20,26.55,0,1052.48,22.562631578947368
2022-12-21,26.3,0,1038.4,22.924736842105265
2022-12-22,25.29,0,1023.13,22.762758620689656
2022-12-23,24.86,0,1018.88,22.74948275862069
2022-12-26,24.86,1,1022.61,22.79438596491228
2022-12-27,25.24,0,1020.34,23.00379310344828
2022-12-28,25.24,1,985.21,22.893275862068965
2022-12-29,25.29,1,1004.57,23.17206896551724
2022-12-30,25.37,0,1015.66,23.501379310344827
2023-01-03,25.37,0,1009.29,23.63362068965517
2023-01-04,25.37,0,1007.09,23.75741379310345
2023-01-05,24.02,0,1043.9,23.88758620689655
2023-01-06,24.02,0,1046.35,23.50948275862069
2023-01-09,23.77,0,1055.82,23.55152542372881
2023-01-10,23.77,0,1051.44,23.637966101694914
2023-01-11,23.43,0,1054.21,24.03067796610169
2023-01-12,23.43,1,1053.35,23.985593220338984
2023-01-13,24.23,0,1055.76,23.58796610169492
2023-01-16,24.23,0,1056.39,23.43
2023-01-17,24.23,0,1060.17,23.40542372881356
2023-01-18,24.23,0,1066.68,23.52694915254237
2023-01-19,24.23,0,1088.29,23.753728813559324
2023-01-27,24.11,1,1098.28,24.07898305084745
2023-01-30,24.4,0,1108.08,24.368813559322035
2023-01-31,24.23,0,1117.1,24.32694915254237
2023-02-01,24.23,0,1102.57,24.190338983050847
2023-02-02,24.23,0,1111.18,23.881525423728814
2023-02-03,24.23,0,1075.97,23.71135593220339
2023-02-06,23.98,0,1077.59,23.95084745762712
2023-02-07,23.6,1,1077.15,24.003389830508475
2023-02-08,23.98,0,1089.29,24.07067796610169
2023-02-09,23.6,1,1065.84,24.0342372881356
2023-02-10,24.02,0,1072.22,23.98915254237288
2023-02-13,23.98,0,1064.03,24.11728813559322
2023-02-14,23.94,0,1055.3,24.24694915254237
2023-02-15,23.81,0,1043.7,24.19406779661017
2023-02-16,22.97,0,1038.64,24.144745762711864
2023-02-17,22.46,0,1048.2,24.246610169491525
2023-02-20,22.46,0,1058.29,24.59542372881356
2023-02-21,22.25,0,1059.31,24.45137931034483
2023-02-22,21.54,0,1086.69,24.276896551724136
2023-02-23,21.2,1,1082.23,24.30310344827586
2023-02-24,21.49,0,1054.28,23.936610169491527
2023-02-27,21.07,0,1053.66,23.8971186440678
2023-02-28,21.07,0,1039.56,24.04084745762712
2023-03-02,21.05,0,1021.25,23.93898305084745
2023-03-03,21.05,0,1024.68,23.994745762711865
2023-03-06,20.65,0,1037.61,23.781186440677963
2023-03-07,20.65,1,1024.77,23.74627118644068
2023-03-08,20.99,0,1027.18,23.728305084745763
2023-03-09,20.86,0,1037.84,23.597627118644063
2023-03-10,20.65,0,1049.18,23.79258620689655
2023-03-13,20.65,0,1055.95,23.80067796610169
2023-03-14,20.52,0,1053.0,23.84169491525424
2023-03-15,20.52,1,1052.8,23.69
2023-03-16,20.65,0,1040.13,23.598813559322032
2023-03-17,20.65,1,1062.19,23.56813559322034
2023-03-20,20.84,1,1047.4,23.792033898305085
2023-03-21,21.24,0,1045.14,23.839830508474577
2023-03-23,21.07,0,1023.1,23.836779661016948
2023-03-24,21.03,0,1032.43,23.73322033898305
2023-03-27,20.97,0,1045.1,23.705689655172414
2023-03-28,20.52,0,1046.79,23.61586206896552
2023-03-29,20.29,0,1052.25,23.60169491525424
2023-03-30,20.21,0,1054.29,23.219830508474576
2023-03-31,19.83,0,1056.33,23.361206896551725
2023-04-03,19.81,1,1059.44,23.23237288135593
2023-04-04,19.89,1,1064.64,23.139322033898303
2023-04-05,20.12,0,1079.28,23.25224137931034
2023-04-06,20.1,1,1078.45,23.0864406779661
2023-04-07,20.19,1,1080.86,22.984745762711864
2023-04-10,20.4,1,1070.91,22.982881355932204
2023-04-11,20.65,1,1069.71,23.232033898305087
2023-04-12,20.69,0,1065.35,23.197627118644068
2023-04-13,20.69,1,1069.46,23.332203389830507
2023-04-14,20.73,0,1069.45,23.26084745762712
2023-04-17,20.73,1,1064.3,23.18118644067797
2023-04-18,21.28,1,1052.89,23.22203389830508
2023-04-19,21.49,0,1053.81,23.206206896551723
2023-04-20,21.49,1,1055.02,23.48741379310345
2023-04-21,22.97,0,1048.98,23.478793103448275
2023-04-24,22.84,0,1049.25,23.733448275862067
2023-04-25,22.67,0,1042.91,23.908644067796608
2023-04-26,21.83,1,1041.36,23.62103448275862
2023-04-27,22.29,0,1034.85,23.394915254237286
2023-04-28,21.87,1,1040.8,23.47254237288136
2023-05-04,23.14,0,1039.63,23.332711864406782
2023-05-05,23.14,1,1049.12,23.692711864406785
2023-05-08,23.31,1,1040.61,24.04338983050848
2023-05-09,23.43,0,1040.31,24.12627118644068
2023-05-10,23.43,1,1053.44,24.069322033898302
2023-05-11,23.73,0,1053.77,24.05237288135593
2023-05-12,23.39,1,1058.26,24.316101694915258
2023-05-15,23.56,1,1057.12,24.37220338983051
2023-05-16,23.6,0,1066.9,24.534915254237287
2023-05-17,23.6,0,1065.71,24.48
2023-05-18,23.6,0,1065.91,24.32694915254237
2023-05-19,23.43,0,1060.44,24.4664406779661
2023-05-22,23.43,0,1068.31,24.212033898305084
2023-05-23,23.43,0,1067.07,24.19627118644068
2023-05-24,23.14,0,1070.64,24.51898305084746
2023-05-25,22.5,1,1065.85,24.19813559322034
2023-05-26,22.93,1,1061.79,24.7242372881356
2023-05-29,23.18,0,1064.63,24.192203389830507
2023-05-30,22.76,1,1063.76,24.522881355932203
2023-05-31,23.18,1,1074.98,24.761525423728816
2023-06-01,23.31,1,1078.05,24.60728813559322
2023-06-02,23.56,1,1075.17,25.158135593220337
2023-06-05,23.6,0,1078.39,24.78508474576271
2023-06-06,23.52,0,1090.84,24.933559322033897
2023-06-07,23.39,1,1097.82,24.82293103448276
2023-06-08,24.4,1,1108.31,25.149491525423727
2023-06-09,25.71,0,1109.54,25.23169491525424
2023-06-12,25.29,0,1101.32,25.602203389830507
2023-06-13,25.16,0,1107.53,25.651186440677968
2023-06-14,25.16,1,1116.02,25.85406779661017
2023-06-15,25.29,0,1122.46,25.926440677966102
2023-06-16,25.2,0,1117.42,25.91491525423729
2023-06-19,25.2,0,1116.97,26.23237288135593
2023-06-20,25.2,0,1115.22,26.42508474576271
2023-06-21,25.12,0,1105.4,26.09508474576271
2023-06-22,25.12,0,1111.72,26.12593220338983
2023-06-23,24.57,1,1118.46,25.86576271186441
2023-06-26,24.99,1,1125.3,25.891551724137933
2023-06-27,25.29,0,1129.38,25.78796610169492
2023-06-28,25.16,1,1132.03,26.32220338983051
2023-06-29,25.29,1,1134.33,26.180000000000003
2023-06-30,25.71,1,1138.35,26.49508474576272
2023-07-03,26.51,1,1125.39,26.588474576271185
2023-07-04,26.72,0,1120.18,26.638448275862068
2023-07-05,26.0,1,1125.5,26.517068965517243
2023-07-06,26.34,1,1132.0,26.560701754385967
2023-07-07,26.93,0,1134.62,26.564310344827582
2023-07-10,26.85,0,1126.22,26.356896551724137
2023-07-11,26.76,1,1138.07,26.50068965517241
2023-07-12,27.18,0,1149.02,26.463620689655173
2023-07-13,27.18,0,1151.77,26.433389830508474
2023-07-14,26.97,0,1154.2,26.5635593220339
2023-07-17,26.34,1,1165.42,26.45728813559322
2023-07-18,28.15,1,1168.4,26.43406779661017
2023-07-19,30.09,1,1173.13,26.47694915254237
2023-07-20,30.26,0,1174.09,26.575084745762712
2023-07-21,29.67,1,1172.98,26.709322033898303
2023-07-24,30.47,1,1172.81,26.7028813559322
2023-07-25,30.76,0,1185.9,26.52155172413793
2023-07-26,30.17,0,1190.72,26.443103448275863
2023-07-27,29.96,0,1195.9,26.59603448275862
2023-07-28,29.96,1,1200.84,26.430344827586207
2023-07-31,30.05,0,1197.33,26.54672413793104
2023-08-01,29.42,0,1207.67,26.472586206896555
2023-08-02,29.42,0,1222.9,26.55155172413793
2023-08-03,29.08,0,1217.56,26.518103448275863
2023-08-04,28.78,0,1220.43,26.48465517241379
2023-08-07,28.62,1,1210.95,26.41413793103448
2023-08-08,29.46,0,1225.98,26.18033898305085
2023-08-09,29.16,0,1241.42,26.140508474576272
2023-08-10,28.87,0,1242.23,26.468474576271188
2023-08-11,28.78,1,1233.99,26.291016949152542
2023-08-14,28.87,1,1220.61,26.064406779661017
2023-08-15,30.17,0,1232.21,26.19627118644068
2023-08-16,29.42,0,1236.84,26.20338983050848
2023-08-17,29.33,0,1234.05,26.162711864406777
2023-08-18,28.66,1,1243.26,26.225762711864405
2023-08-21,28.7,0,1233.48,25.86525423728813
2023-08-22,28.7,1,1177.99,25.98677966101695
2023-08-23,28.78,0,1179.76,25.70271186440678
2023-08-24,28.66,0,1180.49,25.75
2023-08-25,28.49,1,1172.56,25.932881355932203
2023-08-28,29.04,0,1189.39,25.95661016949153
2023-08-29,29.04,0,1183.37,26.008474576271187
2023-08-30,28.95,1,1201.72,26.46237288135593
2023-08-31,28.99,1,1204.43,26.57593220338983
2023-09-05,29.29,1,1213.16,26.50305084745763
2023-09-06,29.92,0,1224.05,26.646949152542373
2023-09-07,29.92,0,1234.98,26.97406779661017
2023-09-08,29.37,1,1245.5,27.22186440677966
2023-09-11,29.42,1,1243.14,26.95050847457627
2023-09-12,29.63,1,1241.48,26.981355932203392
2023-09-13,29.75,1,1223.63,26.92169491525424
2023-09-14,29.92,1,1245.44,27.045084745762715
2023-09-15,30.09,1,1238.39,27.008474576271187
2023-09-18,30.34,0,1223.81,26.821016949152543
2023-09-19,30.3,1,1227.36,26.806949152542373
2023-09-20,30.34,0,1211.81,26.86220338983051
2023-09-21,29.96,0,1211.5,26.80152542372881
